name,type,full_name,full_path,code,parent_code
Bình Mỹ,xa,Xã Bình Mỹ,"Xã Bình Mỹ, Tỉnh An Giang",8465,17
Thạnh Mỹ Tây,xa,Xã Thạnh Mỹ Tây,"Xã Thạnh Mỹ Tây, Tỉnh An Giang",8721,17
Thới Sơn,phuong,Phường Thới Sơn,"Phường Thới Sơn, Tỉnh An Giang",8977,17
Tịnh Biên,phuong,Phường Tịnh Biên,"Phường Tịnh Biên, Tỉnh An Giang",9233,17
An Cư,xa,Xã An Cư,"Xã An Cư, Tỉnh An Giang",9489,17
Chi Lăng,phuong,Phường Chi Lăng,"Phường Chi Lăng, Tỉnh An Giang",9745,17
Núi Cấm,xa,Xã Núi Cấm,"Xã Núi Cấm, Tỉnh An Giang",10001,17
Ba Chúc,xa,Xã Ba Chúc,"Xã Ba Chúc, Tỉnh An Giang",10257,17
Tri Tôn,xa,Xã Tri Tôn,"Xã Tri Tôn, Tỉnh An Giang",10513,17
Ô Lâm,xa,Xã Ô Lâm,"Xã Ô Lâm, Tỉnh An Giang",10769,17
Cô Tô,xa,Xã Cô Tô,"Xã Cô Tô, Tỉnh An Giang",11025,17
Vĩnh Gia,xa,Xã Vĩnh Gia,"Xã Vĩnh Gia, Tỉnh An Giang",11281,17
An Châu,xa,Xã An Châu,"Xã An Châu, Tỉnh An Giang",11537,17
Bình Hòa,xa,Xã Bình Hòa,"Xã Bình Hòa, Tỉnh An Giang",11793,17
Cần Đăng,xa,Xã Cần Đăng,"Xã Cần Đăng, Tỉnh An Giang",12049,17
Vĩnh Hanh,xa,Xã Vĩnh Hanh,"Xã Vĩnh Hanh, Tỉnh An Giang",12305,17
Vĩnh An,xa,Xã Vĩnh An,"Xã Vĩnh An, Tỉnh An Giang",12561,17
Cù Lao Giêng,xa,Xã Cù Lao Giêng,"Xã Cù Lao Giêng, Tỉnh An Giang",12817,17
Hội An,xa,Xã Hội An,"Xã Hội An, Tỉnh An Giang",13073,17
Long Điền,xa,Xã Long Điền,"Xã Long Điền, Tỉnh An Giang",13329,17
Chợ Mới,xa,Xã Chợ Mới,"Xã Chợ Mới, Tỉnh An Giang",13585,17
Nhơn Mỹ,xa,Xã Nhơn Mỹ,"Xã Nhơn Mỹ, Tỉnh An Giang",13841,17
Long Kiến,xa,Xã Long Kiến,"Xã Long Kiến, Tỉnh An Giang",14097,17
Thoại Sơn,xa,Xã Thoại Sơn,"Xã Thoại Sơn, Tỉnh An Giang",14353,17
Óc Eo,xa,Xã Óc Eo,"Xã Óc Eo, Tỉnh An Giang",14609,17
Định Mỹ,xa,Xã Định Mỹ,"Xã Định Mỹ, Tỉnh An Giang",14865,17
Phú Hòa,xa,Xã Phú Hòa,"Xã Phú Hòa, Tỉnh An Giang",15121,17
Vĩnh Trạch,xa,Xã Vĩnh Trạch,"Xã Vĩnh Trạch, Tỉnh An Giang",15377,17
Tây Phú,xa,Xã Tây Phú,"Xã Tây Phú, Tỉnh An Giang",15633,17
Đặc Khu Thổ Châu,xa,Xã Đặc Khu Thổ Châu,"Xã Đặc Khu Thổ Châu, Tỉnh An Giang",15889,17
Rạch Giá,phuong,Phường Rạch Giá,"Phường Rạch Giá, Tỉnh An Giang",16145,17
Hà Tiên,phuong,Phường Hà Tiên,"Phường Hà Tiên, Tỉnh An Giang",16401,17
Tô Châu,phuong,Phường Tô Châu,"Phường Tô Châu, Tỉnh An Giang",16657,17
Giang Thành,xa,Xã Giang Thành,"Xã Giang Thành, Tỉnh An Giang",16913,17
Vĩnh Điều,xa,Xã Vĩnh Điều,"Xã Vĩnh Điều, Tỉnh An Giang",17169,17
Hòn Đất,xa,Xã Hòn Đất,"Xã Hòn Đất, Tỉnh An Giang",17425,17
Sơn Kiên,xa,Xã Sơn Kiên,"Xã Sơn Kiên, Tỉnh An Giang",17681,17
Mỹ Thuận,xa,Xã Mỹ Thuận,"Xã Mỹ Thuận, Tỉnh An Giang",17937,17
Thạnh Lộc,xa,Xã Thạnh Lộc,"Xã Thạnh Lộc, Tỉnh An Giang",18193,17
Châu Thành,xa,Xã Châu Thành,"Xã Châu Thành, Tỉnh An Giang",18449,17
Bình An,xa,Xã Bình An,"Xã Bình An, Tỉnh An Giang",18705,17
Tân Hội,xa,Xã Tân Hội,"Xã Tân Hội, Tỉnh An Giang",18961,17
Tân Hiệp,xa,Xã Tân Hiệp,"Xã Tân Hiệp, Tỉnh An Giang",19217,17
Thạnh Đông,xa,Xã Thạnh Đông,"Xã Thạnh Đông, Tỉnh An Giang",19473,17
Giồng Riềng,xa,Xã Giồng Riềng,"Xã Giồng Riềng, Tỉnh An Giang",19729,17
Thạnh Hưng,xa,Xã Thạnh Hưng,"Xã Thạnh Hưng, Tỉnh An Giang",19985,17
Long Thạnh,xa,Xã Long Thạnh,"Xã Long Thạnh, Tỉnh An Giang",20241,17
Hòa Hưng,xa,Xã Hòa Hưng,"Xã Hòa Hưng, Tỉnh An Giang",20497,17
Ngọc Chúc,xa,Xã Ngọc Chúc,"Xã Ngọc Chúc, Tỉnh An Giang",20753,17
Hòa Thuận,xa,Xã Hòa Thuận,"Xã Hòa Thuận, Tỉnh An Giang",21009,17
Định Hòa,xa,Xã Định Hòa,"Xã Định Hòa, Tỉnh An Giang",21265,17
Gò Quao,xa,Xã Gò Quao,"Xã Gò Quao, Tỉnh An Giang",21521,17
Vĩnh Hòa Hưng,xa,Xã Vĩnh Hòa Hưng,"Xã Vĩnh Hòa Hưng, Tỉnh An Giang",21777,17
Vĩnh Tuy,xa,Xã Vĩnh Tuy,"Xã Vĩnh Tuy, Tỉnh An Giang",22033,17
Tây Yên,xa,Xã Tây Yên,"Xã Tây Yên, Tỉnh An Giang",22289,17
Đông Thái,xa,Xã Đông Thái,"Xã Đông Thái, Tỉnh An Giang",22545,17
An Biên,xa,Xã An Biên,"Xã An Biên, Tỉnh An Giang",22801,17
Đông Hòa,xa,Xã Đông Hòa,"Xã Đông Hòa, Tỉnh An Giang",23057,17
Tân Thạnh,xa,Xã Tân Thạnh,"Xã Tân Thạnh, Tỉnh An Giang",23313,17
Đông Hưng,xa,Xã Đông Hưng,"Xã Đông Hưng, Tỉnh An Giang",23569,17
An Minh,xa,Xã An Minh,"Xã An Minh, Tỉnh An Giang",23825,17
Vân Khánh,xa,Xã Vân Khánh,"Xã Vân Khánh, Tỉnh An Giang",24081,17
Vĩnh Hòa,xa,Xã Vĩnh Hòa,"Xã Vĩnh Hòa, Tỉnh An Giang",24337,17
U Minh Thượng,xa,Xã U Minh Thượng,"Xã U Minh Thượng, Tỉnh An Giang",24593,17
Vĩnh Bình,xa,Xã Vĩnh Bình,"Xã Vĩnh Bình, Tỉnh An Giang",24849,17
Vĩnh Thuận,xa,Xã Vĩnh Thuận,"Xã Vĩnh Thuận, Tỉnh An Giang",25105,17
Vĩnh Phong,xa,Xã Vĩnh Phong,"Xã Vĩnh Phong, Tỉnh An Giang",25361,17
Đặc Khu Phú Quốc,xa,Xã Đặc Khu Phú Quốc,"Xã Đặc Khu Phú Quốc, Tỉnh An Giang",25617,17
Đặc Khu Kiên Hải,xa,Xã Đặc Khu Kiên Hải,"Xã Đặc Khu Kiên Hải, Tỉnh An Giang",25873,17
Kiên Lương,xa,Xã Kiên Lương,"Xã Kiên Lương, Tỉnh An Giang",26129,17
Sa Lý,xa,Xã Sa Lý,"Xã Sa Lý, Tỉnh Bắc Ninh",274,18
Biên Sơn,xa,Xã Biên Sơn,"Xã Biên Sơn, Tỉnh Bắc Ninh",530,18
Tuấn Đạo,xa,Xã Tuấn Đạo,"Xã Tuấn Đạo, Tỉnh Bắc Ninh",786,18
Kinh Bắc,phuong,Phường Kinh Bắc,"Phường Kinh Bắc, Tỉnh Bắc Ninh",1042,18
Võ Cường,phuong,Phường Võ Cường,"Phường Võ Cường, Tỉnh Bắc Ninh",1298,18
Vũ Ninh,phuong,Phường Vũ Ninh,"Phường Vũ Ninh, Tỉnh Bắc Ninh",1554,18
Hạp Lĩnh,phuong,Phường Hạp Lĩnh,"Phường Hạp Lĩnh, Tỉnh Bắc Ninh",1810,18
Nam Sơn,phuong,Phường Nam Sơn,"Phường Nam Sơn, Tỉnh Bắc Ninh",2066,18
Từ Sơn,phuong,Phường Từ Sơn,"Phường Từ Sơn, Tỉnh Bắc Ninh",2322,18
Tam Sơn,phuong,Phường Tam Sơn,"Phường Tam Sơn, Tỉnh Bắc Ninh",2578,18
Đồng Nguyên,phuong,Phường Đồng Nguyên,"Phường Đồng Nguyên, Tỉnh Bắc Ninh",2834,18
Phù Khê,phuong,Phường Phù Khê,"Phường Phù Khê, Tỉnh Bắc Ninh",3090,18
Thuận Thành,phuong,Phường Thuận Thành,"Phường Thuận Thành, Tỉnh Bắc Ninh",3346,18
Mão Điền,phuong,Phường Mão Điền,"Phường Mão Điền, Tỉnh Bắc Ninh",3602,18
Trạm Lộ,phuong,Phường Trạm Lộ,"Phường Trạm Lộ, Tỉnh Bắc Ninh",3858,18
Trí Quả,phuong,Phường Trí Quả,"Phường Trí Quả, Tỉnh Bắc Ninh",4114,18
Song Liễu,phuong,Phường Song Liễu,"Phường Song Liễu, Tỉnh Bắc Ninh",4370,18
Ninh Xá,phuong,Phường Ninh Xá,"Phường Ninh Xá, Tỉnh Bắc Ninh",4626,18
Quế Võ,phuong,Phường Quế Võ,"Phường Quế Võ, Tỉnh Bắc Ninh",4882,18
Phương Liễu,phuong,Phường Phương Liễu,"Phường Phương Liễu, Tỉnh Bắc Ninh",5138,18
Nhân Hòa,phuong,Phường Nhân Hòa,"Phường Nhân Hòa, Tỉnh Bắc Ninh",5394,18
Đào Viên,phuong,Phường Đào Viên,"Phường Đào Viên, Tỉnh Bắc Ninh",5650,18
Bồng Lai,phuong,Phường Bồng Lai,"Phường Bồng Lai, Tỉnh Bắc Ninh",5906,18
Chi Lăng,xa,Xã Chi Lăng,"Xã Chi Lăng, Tỉnh Bắc Ninh",6162,18
Phù Lãng,xa,Xã Phù Lãng,"Xã Phù Lãng, Tỉnh Bắc Ninh",6418,18
Yên Phong,xa,Xã Yên Phong,"Xã Yên Phong, Tỉnh Bắc Ninh",6674,18
Văn Môn,xa,Xã Văn Môn,"Xã Văn Môn, Tỉnh Bắc Ninh",6930,18
Tam Giang,xa,Xã Tam Giang,"Xã Tam Giang, Tỉnh Bắc Ninh",7186,18
Yên Trung,xa,Xã Yên Trung,"Xã Yên Trung, Tỉnh Bắc Ninh",7442,18
Tam Đa,xa,Xã Tam Đa,"Xã Tam Đa, Tỉnh Bắc Ninh",7698,18
Tiên Du,xa,Xã Tiên Du,"Xã Tiên Du, Tỉnh Bắc Ninh",7954,18
Liên Bão,xa,Xã Liên Bão,"Xã Liên Bão, Tỉnh Bắc Ninh",8210,18
Tân Chi,xa,Xã Tân Chi,"Xã Tân Chi, Tỉnh Bắc Ninh",8466,18
Đại Đồng,xa,Xã Đại Đồng,"Xã Đại Đồng, Tỉnh Bắc Ninh",8722,18
Phật Tích,xa,Xã Phật Tích,"Xã Phật Tích, Tỉnh Bắc Ninh",8978,18
Gia Bình,xa,Xã Gia Bình,"Xã Gia Bình, Tỉnh Bắc Ninh",9234,18
Nhân Thắng,xa,Xã Nhân Thắng,"Xã Nhân Thắng, Tỉnh Bắc Ninh",9490,18
Đại Lai,xa,Xã Đại Lai,"Xã Đại Lai, Tỉnh Bắc Ninh",9746,18
Cao Đức,xa,Xã Cao Đức,"Xã Cao Đức, Tỉnh Bắc Ninh",10002,18
Đông Cứu,xa,Xã Đông Cứu,"Xã Đông Cứu, Tỉnh Bắc Ninh",10258,18
Lương Tài,xa,Xã Lương Tài,"Xã Lương Tài, Tỉnh Bắc Ninh",10514,18
Lâm Thao,xa,Xã Lâm Thao,"Xã Lâm Thao, Tỉnh Bắc Ninh",10770,18
Trung Chính,xa,Xã Trung Chính,"Xã Trung Chính, Tỉnh Bắc Ninh",11026,18
Trung Kênh,xa,Xã Trung Kênh,"Xã Trung Kênh, Tỉnh Bắc Ninh",11282,18
Đồng Kỳ,xa,Xã Đồng Kỳ,"Xã Đồng Kỳ, Tỉnh Bắc Ninh",11538,18
Đại Sơn,xa,Xã Đại Sơn,"Xã Đại Sơn, Tỉnh Bắc Ninh",11794,18
Sơn Động,xa,Xã Sơn Động,"Xã Sơn Động, Tỉnh Bắc Ninh",12050,18
Tây Yên Tử,xa,Xã Tây Yên Tử,"Xã Tây Yên Tử, Tỉnh Bắc Ninh",12306,18
Dương Hưu,xa,Xã Dương Hưu,"Xã Dương Hưu, Tỉnh Bắc Ninh",12562,18
Yên Định,xa,Xã Yên Định,"Xã Yên Định, Tỉnh Bắc Ninh",12818,18
An Lạc,xa,Xã An Lạc,"Xã An Lạc, Tỉnh Bắc Ninh",13074,18
Vân Sơn,xa,Xã Vân Sơn,"Xã Vân Sơn, Tỉnh Bắc Ninh",13330,18
Biển Động,xa,Xã Biển Động,"Xã Biển Động, Tỉnh Bắc Ninh",13586,18
Lục Ngạn,xa,Xã Lục Ngạn,"Xã Lục Ngạn, Tỉnh Bắc Ninh",13842,18
Đèo Gia,xa,Xã Đèo Gia,"Xã Đèo Gia, Tỉnh Bắc Ninh",14098,18
Sơn Hải,xa,Xã Sơn Hải,"Xã Sơn Hải, Tỉnh Bắc Ninh",14354,18
Tân Sơn,xa,Xã Tân Sơn,"Xã Tân Sơn, Tỉnh Bắc Ninh",14610,18
Nam Dương,xa,Xã Nam Dương,"Xã Nam Dương, Tỉnh Bắc Ninh",14866,18
Kiên Lao,xa,Xã Kiên Lao,"Xã Kiên Lao, Tỉnh Bắc Ninh",15122,18
Chũ,phuong,Phường Chũ,"Phường Chũ, Tỉnh Bắc Ninh",15378,18
Phượng Sơn,phuong,Phường Phượng Sơn,"Phường Phượng Sơn, Tỉnh Bắc Ninh",15634,18
Lục Sơn,xa,Xã Lục Sơn,"Xã Lục Sơn, Tỉnh Bắc Ninh",15890,18
Trường Sơn,xa,Xã Trường Sơn,"Xã Trường Sơn, Tỉnh Bắc Ninh",16146,18
Cẩm Lý,xa,Xã Cẩm Lý,"Xã Cẩm Lý, Tỉnh Bắc Ninh",16402,18
Đông Phú,xa,Xã Đông Phú,"Xã Đông Phú, Tỉnh Bắc Ninh",16658,18
Nghĩa Phương,xa,Xã Nghĩa Phương,"Xã Nghĩa Phương, Tỉnh Bắc Ninh",16914,18
Lục Nam,xa,Xã Lục Nam,"Xã Lục Nam, Tỉnh Bắc Ninh",17170,18
Bắc Lũng,xa,Xã Bắc Lũng,"Xã Bắc Lũng, Tỉnh Bắc Ninh",17426,18
Bảo Đài,xa,Xã Bảo Đài,"Xã Bảo Đài, Tỉnh Bắc Ninh",17682,18
Lạng Giang,xa,Xã Lạng Giang,"Xã Lạng Giang, Tỉnh Bắc Ninh",17938,18
Mỹ Thái,xa,Xã Mỹ Thái,"Xã Mỹ Thái, Tỉnh Bắc Ninh",18194,18
Kép,xa,Xã Kép,"Xã Kép, Tỉnh Bắc Ninh",18450,18
Tân Dĩnh,xa,Xã Tân Dĩnh,"Xã Tân Dĩnh, Tỉnh Bắc Ninh",18706,18
Tiên Lục,xa,Xã Tiên Lục,"Xã Tiên Lục, Tỉnh Bắc Ninh",18962,18
Yên Thế,xa,Xã Yên Thế,"Xã Yên Thế, Tỉnh Bắc Ninh",19218,18
Bố Hạ,xa,Xã Bố Hạ,"Xã Bố Hạ, Tỉnh Bắc Ninh",19474,18
Xuân Lương,xa,Xã Xuân Lương,"Xã Xuân Lương, Tỉnh Bắc Ninh",19730,18
Tam Tiến,xa,Xã Tam Tiến,"Xã Tam Tiến, Tỉnh Bắc Ninh",19986,18
Tân Yên,xa,Xã Tân Yên,"Xã Tân Yên, Tỉnh Bắc Ninh",20242,18
Ngọc Thiện,xa,Xã Ngọc Thiện,"Xã Ngọc Thiện, Tỉnh Bắc Ninh",20498,18
Nhã Nam,xa,Xã Nhã Nam,"Xã Nhã Nam, Tỉnh Bắc Ninh",20754,18
Phúc Hòa,xa,Xã Phúc Hòa,"Xã Phúc Hòa, Tỉnh Bắc Ninh",21010,18
Quang Trung,xa,Xã Quang Trung,"Xã Quang Trung, Tỉnh Bắc Ninh",21266,18
Hợp Thịnh,xa,Xã Hợp Thịnh,"Xã Hợp Thịnh, Tỉnh Bắc Ninh",21522,18
Hiệp Hòa,xa,Xã Hiệp Hòa,"Xã Hiệp Hòa, Tỉnh Bắc Ninh",21778,18
Hoàng Vân,xa,Xã Hoàng Vân,"Xã Hoàng Vân, Tỉnh Bắc Ninh",22034,18
Xuân Cẩm,xa,Xã Xuân Cẩm,"Xã Xuân Cẩm, Tỉnh Bắc Ninh",22290,18
Tự Lạn,phuong,Phường Tự Lạn,"Phường Tự Lạn, Tỉnh Bắc Ninh",22546,18
Việt Yên,phuong,Phường Việt Yên,"Phường Việt Yên, Tỉnh Bắc Ninh",22802,18
Nếnh,phuong,Phường Nếnh,"Phường Nếnh, Tỉnh Bắc Ninh",23058,18
Vân Hà,phuong,Phường Vân Hà,"Phường Vân Hà, Tỉnh Bắc Ninh",23314,18
Đồng Việt,xa,Xã Đồng Việt,"Xã Đồng Việt, Tỉnh Bắc Ninh",23570,18
Bắc Giang,phuong,Phường Bắc Giang,"Phường Bắc Giang, Tỉnh Bắc Ninh",23826,18
Đa Mai,phuong,Phường Đa Mai,"Phường Đa Mai, Tỉnh Bắc Ninh",24082,18
Tiền Phong,phuong,Phường Tiền Phong,"Phường Tiền Phong, Tỉnh Bắc Ninh",24338,18
Tân An,phuong,Phường Tân An,"Phường Tân An, Tỉnh Bắc Ninh",24594,18
Yên Dũng,phuong,Phường Yên Dũng,"Phường Yên Dũng, Tỉnh Bắc Ninh",24850,18
Tân Tiến,phuong,Phường Tân Tiến,"Phường Tân Tiến, Tỉnh Bắc Ninh",25106,18
Cảnh Thụy,phuong,Phường Cảnh Thụy,"Phường Cảnh Thụy, Tỉnh Bắc Ninh",25362,18
U Minh,xa,Xã U Minh,"Xã U Minh, Tỉnh Cà Mau",275,19
Tân Hưng,xa,Xã Tân Hưng,"Xã Tân Hưng, Tỉnh Cà Mau",531,19
Tạ An Khương,xa,Xã Tạ An Khương,"Xã Tạ An Khương, Tỉnh Cà Mau",787,19
Phan Ngọc Hiển,xa,Xã Phan Ngọc Hiển,"Xã Phan Ngọc Hiển, Tỉnh Cà Mau",1043,19
Đất Mũi,xa,Xã Đất Mũi,"Xã Đất Mũi, Tỉnh Cà Mau",1299,19
Sông Đốc,xa,Xã Sông Đốc,"Xã Sông Đốc, Tỉnh Cà Mau",1555,19
Đất Mới,xa,Xã Đất Mới,"Xã Đất Mới, Tỉnh Cà Mau",1811,19
Năm Căn,xa,Xã Năm Căn,"Xã Năm Căn, Tỉnh Cà Mau",2067,19
Đầm Dơi,xa,Xã Đầm Dơi,"Xã Đầm Dơi, Tỉnh Cà Mau",2323,19
Cái Nước,xa,Xã Cái Nước,"Xã Cái Nước, Tỉnh Cà Mau",2579,19
Hưng Mỹ,xa,Xã Hưng Mỹ,"Xã Hưng Mỹ, Tỉnh Cà Mau",2835,19
Lương Thế Trân,xa,Xã Lương Thế Trân,"Xã Lương Thế Trân, Tỉnh Cà Mau",3091,19
Phú Mỹ,xa,Xã Phú Mỹ,"Xã Phú Mỹ, Tỉnh Cà Mau",3347,19
Hồ Thị Kỷ,xa,Xã Hồ Thị Kỷ,"Xã Hồ Thị Kỷ, Tỉnh Cà Mau",3603,19
Trần Văn Thời,xa,Xã Trần Văn Thời,"Xã Trần Văn Thời, Tỉnh Cà Mau",3859,19
Nguyễn Phích,xa,Xã Nguyễn Phích,"Xã Nguyễn Phích, Tỉnh Cà Mau",4115,19
Khánh An,xa,Xã Khánh An,"Xã Khánh An, Tỉnh Cà Mau",4371,19
Khánh Lâm,xa,Xã Khánh Lâm,"Xã Khánh Lâm, Tỉnh Cà Mau",4627,19
Lý Văn Lâm,phuong,Phường Lý Văn Lâm,"Phường Lý Văn Lâm, Tỉnh Cà Mau",4883,19
Hòa Thành,phuong,Phường Hòa Thành,"Phường Hòa Thành, Tỉnh Cà Mau",5139,19
Tân Thành,phuong,Phường Tân Thành,"Phường Tân Thành, Tỉnh Cà Mau",5395,19
Đá Bạc,xa,Xã Đá Bạc,"Xã Đá Bạc, Tỉnh Cà Mau",5651,19
Bạc Liêu,phuong,Phường Bạc Liêu,"Phường Bạc Liêu, Tỉnh Cà Mau",5907,19
Vĩnh Trạch,phuong,Phường Vĩnh Trạch,"Phường Vĩnh Trạch, Tỉnh Cà Mau",6163,19
Hiệp Thành,phuong,Phường Hiệp Thành,"Phường Hiệp Thành, Tỉnh Cà Mau",6419,19
Giá Rai,phuong,Phường Giá Rai,"Phường Giá Rai, Tỉnh Cà Mau",6675,19
Láng Tròn,phuong,Phường Láng Tròn,"Phường Láng Tròn, Tỉnh Cà Mau",6931,19
Phong Thạnh,xa,Xã Phong Thạnh,"Xã Phong Thạnh, Tỉnh Cà Mau",7187,19
Hồng Dân,xa,Xã Hồng Dân,"Xã Hồng Dân, Tỉnh Cà Mau",7443,19
Vĩnh Lộc,xa,Xã Vĩnh Lộc,"Xã Vĩnh Lộc, Tỉnh Cà Mau",7699,19
Ninh Thạnh Lợi,xa,Xã Ninh Thạnh Lợi,"Xã Ninh Thạnh Lợi, Tỉnh Cà Mau",7955,19
Ninh Quới,xa,Xã Ninh Quới,"Xã Ninh Quới, Tỉnh Cà Mau",8211,19
Gành Hào,xa,Xã Gành Hào,"Xã Gành Hào, Tỉnh Cà Mau",8467,19
Định Thành,xa,Xã Định Thành,"Xã Định Thành, Tỉnh Cà Mau",8723,19
An Trạch,xa,Xã An Trạch,"Xã An Trạch, Tỉnh Cà Mau",8979,19
Long Điền,xa,Xã Long Điền,"Xã Long Điền, Tỉnh Cà Mau",9235,19
Đông Hải,xa,Xã Đông Hải,"Xã Đông Hải, Tỉnh Cà Mau",9491,19
Hòa Bình,xa,Xã Hòa Bình,"Xã Hòa Bình, Tỉnh Cà Mau",9747,19
Vĩnh Mỹ,xa,Xã Vĩnh Mỹ,"Xã Vĩnh Mỹ, Tỉnh Cà Mau",10003,19
Vĩnh Hậu,xa,Xã Vĩnh Hậu,"Xã Vĩnh Hậu, Tỉnh Cà Mau",10259,19
Phước Long,xa,Xã Phước Long,"Xã Phước Long, Tỉnh Cà Mau",10515,19
Vĩnh Phước,xa,Xã Vĩnh Phước,"Xã Vĩnh Phước, Tỉnh Cà Mau",10771,19
Phong Hiệp,xa,Xã Phong Hiệp,"Xã Phong Hiệp, Tỉnh Cà Mau",11027,19
Vĩnh Thanh,xa,Xã Vĩnh Thanh,"Xã Vĩnh Thanh, Tỉnh Cà Mau",11283,19
Vĩnh Lợi,xa,Xã Vĩnh Lợi,"Xã Vĩnh Lợi, Tỉnh Cà Mau",11539,19
Hưng Hội,xa,Xã Hưng Hội,"Xã Hưng Hội, Tỉnh Cà Mau",11795,19
Châu Thới,xa,Xã Châu Thới,"Xã Châu Thới, Tỉnh Cà Mau",12051,19
An Xuyên,phuong,Phường An Xuyên,"Phường An Xuyên, Tỉnh Cà Mau",12307,19
Tân Thuận,xa,Xã Tân Thuận,"Xã Tân Thuận, Tỉnh Cà Mau",12563,19
Tân Tiến,xa,Xã Tân Tiến,"Xã Tân Tiến, Tỉnh Cà Mau",12819,19
Trần Phán,xa,Xã Trần Phán,"Xã Trần Phán, Tỉnh Cà Mau",13075,19
Thanh Tùng,xa,Xã Thanh Tùng,"Xã Thanh Tùng, Tỉnh Cà Mau",13331,19
Quách Phẩm,xa,Xã Quách Phẩm,"Xã Quách Phẩm, Tỉnh Cà Mau",13587,19
Tân Ân,xa,Xã Tân Ân,"Xã Tân Ân, Tỉnh Cà Mau",13843,19
Khánh Bình,xa,Xã Khánh Bình,"Xã Khánh Bình, Tỉnh Cà Mau",14099,19
Khánh Hưng,xa,Xã Khánh Hưng,"Xã Khánh Hưng, Tỉnh Cà Mau",14355,19
Thới Bình,xa,Xã Thới Bình,"Xã Thới Bình, Tỉnh Cà Mau",14611,19
Trí Phải,xa,Xã Trí Phải,"Xã Trí Phải, Tỉnh Cà Mau",14867,19
Tân Lộc,xa,Xã Tân Lộc,"Xã Tân Lộc, Tỉnh Cà Mau",15123,19
Biển Bạch,xa,Xã Biển Bạch,"Xã Biển Bạch, Tỉnh Cà Mau",15379,19
Tam Giang,xa,Xã Tam Giang,"Xã Tam Giang, Tỉnh Cà Mau",15635,19
Cái Đôi Vàm,xa,Xã Cái Đôi Vàm,"Xã Cái Đôi Vàm, Tỉnh Cà Mau",15891,19
Nguyễn Việt Khái,xa,Xã Nguyễn Việt Khái,"Xã Nguyễn Việt Khái, Tỉnh Cà Mau",16147,19
Phú Tân,xa,Xã Phú Tân,"Xã Phú Tân, Tỉnh Cà Mau",16403,19
Thục Phán,phuong,Phường Thục Phán,"Phường Thục Phán, Tỉnh Cao Bằng",276,20
Tân Giang,phuong,Phường Tân Giang,"Phường Tân Giang, Tỉnh Cao Bằng",532,20
Nùng Trí Cao,phuong,Phường Nùng Trí Cao,"Phường Nùng Trí Cao, Tỉnh Cao Bằng",788,20
Sơn Lộ,xa,Xã Sơn Lộ,"Xã Sơn Lộ, Tỉnh Cao Bằng",1044,20
Hưng Đạo,xa,Xã Hưng Đạo,"Xã Hưng Đạo, Tỉnh Cao Bằng",1300,20
Bảo Lạc,xa,Xã Bảo Lạc,"Xã Bảo Lạc, Tỉnh Cao Bằng",1556,20
Cốc Pàng,xa,Xã Cốc Pàng,"Xã Cốc Pàng, Tỉnh Cao Bằng",1812,20
Cô Ba,xa,Xã Cô Ba,"Xã Cô Ba, Tỉnh Cao Bằng",2068,20
Khánh Xuân,xa,Xã Khánh Xuân,"Xã Khánh Xuân, Tỉnh Cao Bằng",2324,20
Xuân Trường,xa,Xã Xuân Trường,"Xã Xuân Trường, Tỉnh Cao Bằng",2580,20
Huy Giáp,xa,Xã Huy Giáp,"Xã Huy Giáp, Tỉnh Cao Bằng",2836,20
Quảng Lâm,xa,Xã Quảng Lâm,"Xã Quảng Lâm, Tỉnh Cao Bằng",3092,20
Nam Quang,xa,Xã Nam Quang,"Xã Nam Quang, Tỉnh Cao Bằng",3348,20
Lý Bôn,xa,Xã Lý Bôn,"Xã Lý Bôn, Tỉnh Cao Bằng",3604,20
Bảo Lâm,xa,Xã Bảo Lâm,"Xã Bảo Lâm, Tỉnh Cao Bằng",3860,20
Yên Thổ,xa,Xã Yên Thổ,"Xã Yên Thổ, Tỉnh Cao Bằng",4116,20
Hạ Lang,xa,Xã Hạ Lang,"Xã Hạ Lang, Tỉnh Cao Bằng",4372,20
Lý Quốc,xa,Xã Lý Quốc,"Xã Lý Quốc, Tỉnh Cao Bằng",4628,20
Vinh Quý,xa,Xã Vinh Quý,"Xã Vinh Quý, Tỉnh Cao Bằng",4884,20
Thanh Long,xa,Xã Thanh Long,"Xã Thanh Long, Tỉnh Cao Bằng",5140,20
Cần Yên,xa,Xã Cần Yên,"Xã Cần Yên, Tỉnh Cao Bằng",5396,20
Thông Nông,xa,Xã Thông Nông,"Xã Thông Nông, Tỉnh Cao Bằng",5652,20
Trường Hà,xa,Xã Trường Hà,"Xã Trường Hà, Tỉnh Cao Bằng",5908,20
Hà Quảng,xa,Xã Hà Quảng,"Xã Hà Quảng, Tỉnh Cao Bằng",6164,20
Lũng Nặm,xa,Xã Lũng Nặm,"Xã Lũng Nặm, Tỉnh Cao Bằng",6420,20
Tổng Cọt,xa,Xã Tổng Cọt,"Xã Tổng Cọt, Tỉnh Cao Bằng",6676,20
Nam Tuấn,xa,Xã Nam Tuấn,"Xã Nam Tuấn, Tỉnh Cao Bằng",6932,20
Hòa An,xa,Xã Hòa An,"Xã Hòa An, Tỉnh Cao Bằng",7188,20
