name,type,full_name,full_path,code,parent_code
Tiên Trang,xa,Xã Tiên Trang,"Xã Tiên Trang, Tỉnh Thanh Hóa",20778,42
Quảng Chính,xa,Xã Quảng Chính,"Xã Quảng Chính, Tỉnh Thanh Hóa",21034,42
Nông Cống,xa,Xã Nông Cống,"Xã Nông Cống, Tỉnh Thanh Hóa",21290,42
Thắng Lợi,xa,Xã Thắng Lợi,"Xã Thắng Lợi, Tỉnh Thanh Hóa",21546,42
Trung Chính,xa,Xã Trung Chính,"Xã Trung Chính, Tỉnh Thanh Hóa",21802,42
Trường Văn,xa,Xã Trường Văn,"Xã Trường Văn, Tỉnh Thanh Hóa",22058,42
Thăng Bình,xa,Xã Thăng Bình,"Xã Thăng Bình, Tỉnh Thanh Hóa",22314,42
Tượng Lĩnh,xa,Xã Tượng Lĩnh,"Xã Tượng Lĩnh, Tỉnh Thanh Hóa",22570,42
Thiệu Tiến,xa,Xã Thiệu Tiến,"Xã Thiệu Tiến, Tỉnh Thanh Hóa",22826,42
Thiệu Toán,xa,Xã Thiệu Toán,"Xã Thiệu Toán, Tỉnh Thanh Hóa",23082,42
Yên Định,xa,Xã Yên Định,"Xã Yên Định, Tỉnh Thanh Hóa",23338,42
Yên Trường,xa,Xã Yên Trường,"Xã Yên Trường, Tỉnh Thanh Hóa",23594,42
Yên Phú,xa,Xã Yên Phú,"Xã Yên Phú, Tỉnh Thanh Hóa",23850,42
Quý Lộc,xa,Xã Quý Lộc,"Xã Quý Lộc, Tỉnh Thanh Hóa",24106,42
Yên Ninh,xa,Xã Yên Ninh,"Xã Yên Ninh, Tỉnh Thanh Hóa",24362,42
Định Tân,xa,Xã Định Tân,"Xã Định Tân, Tỉnh Thanh Hóa",24618,42
Thọ Xuân,xa,Xã Thọ Xuân,"Xã Thọ Xuân, Tỉnh Thanh Hóa",24874,42
Thọ Long,xa,Xã Thọ Long,"Xã Thọ Long, Tỉnh Thanh Hóa",25130,42
Xuân Hòa,xa,Xã Xuân Hòa,"Xã Xuân Hòa, Tỉnh Thanh Hóa",25386,42
Sao Vàng,xa,Xã Sao Vàng,"Xã Sao Vàng, Tỉnh Thanh Hóa",25642,42
Lam Sơn,xa,Xã Lam Sơn,"Xã Lam Sơn, Tỉnh Thanh Hóa",25898,42
Thọ Lập,xa,Xã Thọ Lập,"Xã Thọ Lập, Tỉnh Thanh Hóa",26154,42
Xuân Tín,xa,Xã Xuân Tín,"Xã Xuân Tín, Tỉnh Thanh Hóa",26410,42
Xuân Lập,xa,Xã Xuân Lập,"Xã Xuân Lập, Tỉnh Thanh Hóa",26666,42
Vĩnh Lộc,xa,Xã Vĩnh Lộc,"Xã Vĩnh Lộc, Tỉnh Thanh Hóa",26922,42
Tây Đô,xa,Xã Tây Đô,"Xã Tây Đô, Tỉnh Thanh Hóa",27178,42
Biện Thượng,xa,Xã Biện Thượng,"Xã Biện Thượng, Tỉnh Thanh Hóa",27434,42
Triệu Sơn,xa,Xã Triệu Sơn,"Xã Triệu Sơn, Tỉnh Thanh Hóa",27690,42
Thọ Bình,xa,Xã Thọ Bình,"Xã Thọ Bình, Tỉnh Thanh Hóa",27946,42
Thọ Ngọc,xa,Xã Thọ Ngọc,"Xã Thọ Ngọc, Tỉnh Thanh Hóa",28202,42
Hợp Tiến,xa,Xã Hợp Tiến,"Xã Hợp Tiến, Tỉnh Thanh Hóa",28458,42
An Nông,xa,Xã An Nông,"Xã An Nông, Tỉnh Thanh Hóa",28714,42
Tân Ninh,xa,Xã Tân Ninh,"Xã Tân Ninh, Tỉnh Thanh Hóa",28970,42
Đồng Tiến,xa,Xã Đồng Tiến,"Xã Đồng Tiến, Tỉnh Thanh Hóa",29226,42
Hồi Xuân,xa,Xã Hồi Xuân,"Xã Hồi Xuân, Tỉnh Thanh Hóa",29482,42
Nam Xuân,xa,Xã Nam Xuân,"Xã Nam Xuân, Tỉnh Thanh Hóa",29738,42
Thiên Phủ,xa,Xã Thiên Phủ,"Xã Thiên Phủ, Tỉnh Thanh Hóa",29994,42
Hiền Kiệt,xa,Xã Hiền Kiệt,"Xã Hiền Kiệt, Tỉnh Thanh Hóa",30250,42
Phú Lệ,xa,Xã Phú Lệ,"Xã Phú Lệ, Tỉnh Thanh Hóa",30506,42
Trung Thành,xa,Xã Trung Thành,"Xã Trung Thành, Tỉnh Thanh Hóa",30762,42
Trung Hạ,xa,Xã Trung Hạ,"Xã Trung Hạ, Tỉnh Thanh Hóa",31018,42
Linh Sơn,xa,Xã Linh Sơn,"Xã Linh Sơn, Tỉnh Thanh Hóa",31274,42
Đồng Lương,xa,Xã Đồng Lương,"Xã Đồng Lương, Tỉnh Thanh Hóa",31530,42
Văn Phú,xa,Xã Văn Phú,"Xã Văn Phú, Tỉnh Thanh Hóa",31786,42
Giao An,xa,Xã Giao An,"Xã Giao An, Tỉnh Thanh Hóa",32042,42
Bá Thước,xa,Xã Bá Thước,"Xã Bá Thước, Tỉnh Thanh Hóa",32298,42
Thiết Ống,xa,Xã Thiết Ống,"Xã Thiết Ống, Tỉnh Thanh Hóa",32554,42
Văn Nho,xa,Xã Văn Nho,"Xã Văn Nho, Tỉnh Thanh Hóa",32810,42
Điền Quang,xa,Xã Điền Quang,"Xã Điền Quang, Tỉnh Thanh Hóa",33066,42
Điền Lư,xa,Xã Điền Lư,"Xã Điền Lư, Tỉnh Thanh Hóa",33322,42
Quý Lương,xa,Xã Quý Lương,"Xã Quý Lương, Tỉnh Thanh Hóa",33578,42
Cổ Lũng,xa,Xã Cổ Lũng,"Xã Cổ Lũng, Tỉnh Thanh Hóa",33834,42
Pù Luông,xa,Xã Pù Luông,"Xã Pù Luông, Tỉnh Thanh Hóa",34090,42
Ngọc Lặc,xa,Xã Ngọc Lặc,"Xã Ngọc Lặc, Tỉnh Thanh Hóa",34346,42
Thạch Lập,xa,Xã Thạch Lập,"Xã Thạch Lập, Tỉnh Thanh Hóa",34602,42
Ngọc Liên,xa,Xã Ngọc Liên,"Xã Ngọc Liên, Tỉnh Thanh Hóa",34858,42
Minh Sơn,xa,Xã Minh Sơn,"Xã Minh Sơn, Tỉnh Thanh Hóa",35114,42
Nguyệt Ấn,xa,Xã Nguyệt Ấn,"Xã Nguyệt Ấn, Tỉnh Thanh Hóa",35370,42
Kiên Thọ,xa,Xã Kiên Thọ,"Xã Kiên Thọ, Tỉnh Thanh Hóa",35626,42
Cẩm Thạch,xa,Xã Cẩm Thạch,"Xã Cẩm Thạch, Tỉnh Thanh Hóa",35882,42
Cẩm Thủy,xa,Xã Cẩm Thủy,"Xã Cẩm Thủy, Tỉnh Thanh Hóa",36138,42
Cẩm Tú,xa,Xã Cẩm Tú,"Xã Cẩm Tú, Tỉnh Thanh Hóa",36394,42
Cẩm Vân,xa,Xã Cẩm Vân,"Xã Cẩm Vân, Tỉnh Thanh Hóa",36650,42
Cẩm Tân,xa,Xã Cẩm Tân,"Xã Cẩm Tân, Tỉnh Thanh Hóa",36906,42
Kim Tân,xa,Xã Kim Tân,"Xã Kim Tân, Tỉnh Thanh Hóa",37162,42
Vân Du,xa,Xã Vân Du,"Xã Vân Du, Tỉnh Thanh Hóa",37418,42
Ngọc Trạo,xa,Xã Ngọc Trạo,"Xã Ngọc Trạo, Tỉnh Thanh Hóa",37674,42
Thạch Bình,xa,Xã Thạch Bình,"Xã Thạch Bình, Tỉnh Thanh Hóa",37930,42
Thành Vinh,xa,Xã Thành Vinh,"Xã Thành Vinh, Tỉnh Thanh Hóa",38186,42
Thạch Quảng,xa,Xã Thạch Quảng,"Xã Thạch Quảng, Tỉnh Thanh Hóa",38442,42
Như Xuân,xa,Xã Như Xuân,"Xã Như Xuân, Tỉnh Thanh Hóa",38698,42
Thượng Ninh,xa,Xã Thượng Ninh,"Xã Thượng Ninh, Tỉnh Thanh Hóa",38954,42
Hóa Quỳ,xa,Xã Hóa Quỳ,"Xã Hóa Quỳ, Tỉnh Thanh Hóa",39210,42
Xuân Bình,xa,Xã Xuân Bình,"Xã Xuân Bình, Tỉnh Thanh Hóa",39466,42
Thanh Phong,xa,Xã Thanh Phong,"Xã Thanh Phong, Tỉnh Thanh Hóa",39722,42
Thanh Quân,xa,Xã Thanh Quân,"Xã Thanh Quân, Tỉnh Thanh Hóa",39978,42
Xuân Du,xa,Xã Xuân Du,"Xã Xuân Du, Tỉnh Thanh Hóa",40234,42
Mậu Lâm,xa,Xã Mậu Lâm,"Xã Mậu Lâm, Tỉnh Thanh Hóa",40490,42
Thường Xuân,xa,Xã Thường Xuân,"Xã Thường Xuân, Tỉnh Thanh Hóa",40746,42
Thắng Lộc,xa,Xã Thắng Lộc,"Xã Thắng Lộc, Tỉnh Thanh Hóa",41002,42
Xuân Chinh,xa,Xã Xuân Chinh,"Xã Xuân Chinh, Tỉnh Thanh Hóa",41258,42
Hạc Thành,phuong,Phường Hạc Thành,"Phường Hạc Thành, Tỉnh Thanh Hóa",41514,42
Hà Trung,xa,Xã Hà Trung,"Xã Hà Trung, Tỉnh Thanh Hóa",41770,42
Thiệu Hóa,xa,Xã Thiệu Hóa,"Xã Thiệu Hóa, Tỉnh Thanh Hóa",42026,42
Quan Sơn,xa,Xã Quan Sơn,"Xã Quan Sơn, Tỉnh Thanh Hóa",42282,42
Như Thanh,xa,Xã Như Thanh,"Xã Như Thanh, Tỉnh Thanh Hóa",42538,42
Ngọc Long,xa,Xã Ngọc Long,"Xã Ngọc Long, Tỉnh Tuyên Quang",299,43
Đồng Văn,xa,Xã Đồng Văn,"Xã Đồng Văn, Tỉnh Tuyên Quang",555,43
Minh Sơn,xa,Xã Minh Sơn,"Xã Minh Sơn, Tỉnh Tuyên Quang",811,43
Giáp Trung,xa,Xã Giáp Trung,"Xã Giáp Trung, Tỉnh Tuyên Quang",1067,43
Hà Giang 2,phuong,Phường Hà Giang 2,"Phường Hà Giang 2, Tỉnh Tuyên Quang",1323,43
Ngọc Đường,xa,Xã Ngọc Đường,"Xã Ngọc Đường, Tỉnh Tuyên Quang",1579,43
Tiên Nguyên,xa,Xã Tiên Nguyên,"Xã Tiên Nguyên, Tỉnh Tuyên Quang",1835,43
Vị Xuyên,xa,Xã Vị Xuyên,"Xã Vị Xuyên, Tỉnh Tuyên Quang",2091,43
Cao Bồ,xa,Xã Cao Bồ,"Xã Cao Bồ, Tỉnh Tuyên Quang",2347,43
Mèo Vạc,xa,Xã Mèo Vạc,"Xã Mèo Vạc, Tỉnh Tuyên Quang",2603,43
Thuận Hòa,xa,Xã Thuận Hòa,"Xã Thuận Hòa, Tỉnh Tuyên Quang",2859,43
Thượng Sơn,xa,Xã Thượng Sơn,"Xã Thượng Sơn, Tỉnh Tuyên Quang",3115,43
Tùng Bá,xa,Xã Tùng Bá,"Xã Tùng Bá, Tỉnh Tuyên Quang",3371,43
Việt Lâm,xa,Xã Việt Lâm,"Xã Việt Lâm, Tỉnh Tuyên Quang",3627,43
Quảng Nguyên,xa,Xã Quảng Nguyên,"Xã Quảng Nguyên, Tỉnh Tuyên Quang",3883,43
Minh Ngọc,xa,Xã Minh Ngọc,"Xã Minh Ngọc, Tỉnh Tuyên Quang",4139,43
Hà Giang 1,phuong,Phường Hà Giang 1,"Phường Hà Giang 1, Tỉnh Tuyên Quang",4395,43
Minh Tân,xa,Xã Minh Tân,"Xã Minh Tân, Tỉnh Tuyên Quang",4651,43
Nông Tiến,phuong,Phường Nông Tiến,"Phường Nông Tiến, Tỉnh Tuyên Quang",4907,43
Minh Xuân,phuong,Phường Minh Xuân,"Phường Minh Xuân, Tỉnh Tuyên Quang",5163,43
Trung Hà,xa,Xã Trung Hà,"Xã Trung Hà, Tỉnh Tuyên Quang",5419,43
Hùng Đức,xa,Xã Hùng Đức,"Xã Hùng Đức, Tỉnh Tuyên Quang",5675,43
Kiến Thiết,xa,Xã Kiến Thiết,"Xã Kiến Thiết, Tỉnh Tuyên Quang",5931,43
Mỹ Lâm,phuong,Phường Mỹ Lâm,"Phường Mỹ Lâm, Tỉnh Tuyên Quang",6187,43
Tân Tiến,xa,Xã Tân Tiến,"Xã Tân Tiến, Tỉnh Tuyên Quang",6443,43
Hoàng Su Phì,xa,Xã Hoàng Su Phì,"Xã Hoàng Su Phì, Tỉnh Tuyên Quang",6699,43
Thàng Tín,xa,Xã Thàng Tín,"Xã Thàng Tín, Tỉnh Tuyên Quang",6955,43
Bản Máy,xa,Xã Bản Máy,"Xã Bản Máy, Tỉnh Tuyên Quang",7211,43
Pờ Ly Ngài,xa,Xã Pờ Ly Ngài,"Xã Pờ Ly Ngài, Tỉnh Tuyên Quang",7467,43
Xín Mần,xa,Xã Xín Mần,"Xã Xín Mần, Tỉnh Tuyên Quang",7723,43
Pà Vầy Sủ,xa,Xã Pà Vầy Sủ,"Xã Pà Vầy Sủ, Tỉnh Tuyên Quang",7979,43
Nấm Dẩn,xa,Xã Nấm Dẩn,"Xã Nấm Dẩn, Tỉnh Tuyên Quang",8235,43
Trung Thịnh,xa,Xã Trung Thịnh,"Xã Trung Thịnh, Tỉnh Tuyên Quang",8491,43
Khuôn Lùng,xa,Xã Khuôn Lùng,"Xã Khuôn Lùng, Tỉnh Tuyên Quang",8747,43
Lũng Cú,xa,Xã Lũng Cú,"Xã Lũng Cú, Tỉnh Tuyên Quang",9003,43
Sà Phìn,xa,Xã Sà Phìn,"Xã Sà Phìn, Tỉnh Tuyên Quang",9259,43
Phố Bảng,xa,Xã Phố Bảng,"Xã Phố Bảng, Tỉnh Tuyên Quang",9515,43
Lũng Phìn,xa,Xã Lũng Phìn,"Xã Lũng Phìn, Tỉnh Tuyên Quang",9771,43
Sủng Máng,xa,Xã Sủng Máng,"Xã Sủng Máng, Tỉnh Tuyên Quang",10027,43
Sơn Vĩ,xa,Xã Sơn Vĩ,"Xã Sơn Vĩ, Tỉnh Tuyên Quang",10283,43
Khâu Vai,xa,Xã Khâu Vai,"Xã Khâu Vai, Tỉnh Tuyên Quang",10539,43
Niêm Sơn,xa,Xã Niêm Sơn,"Xã Niêm Sơn, Tỉnh Tuyên Quang",10795,43
Tát Ngà,xa,Xã Tát Ngà,"Xã Tát Ngà, Tỉnh Tuyên Quang",11051,43
Thắng Mố,xa,Xã Thắng Mố,"Xã Thắng Mố, Tỉnh Tuyên Quang",11307,43
Bạch Đích,xa,Xã Bạch Đích,"Xã Bạch Đích, Tỉnh Tuyên Quang",11563,43
Yên Minh,xa,Xã Yên Minh,"Xã Yên Minh, Tỉnh Tuyên Quang",11819,43
Mậu Duệ,xa,Xã Mậu Duệ,"Xã Mậu Duệ, Tỉnh Tuyên Quang",12075,43
Du Già,xa,Xã Du Già,"Xã Du Già, Tỉnh Tuyên Quang",12331,43
Đường Thượng,xa,Xã Đường Thượng,"Xã Đường Thượng, Tỉnh Tuyên Quang",12587,43
Lùng Tám,xa,Xã Lùng Tám,"Xã Lùng Tám, Tỉnh Tuyên Quang",12843,43
Cán Tỷ,xa,Xã Cán Tỷ,"Xã Cán Tỷ, Tỉnh Tuyên Quang",13099,43
Nghĩa Thuận,xa,Xã Nghĩa Thuận,"Xã Nghĩa Thuận, Tỉnh Tuyên Quang",13355,43
Quản Bạ,xa,Xã Quản Bạ,"Xã Quản Bạ, Tỉnh Tuyên Quang",13611,43
Tùng Vài,xa,Xã Tùng Vài,"Xã Tùng Vài, Tỉnh Tuyên Quang",13867,43
Yên Cường,xa,Xã Yên Cường,"Xã Yên Cường, Tỉnh Tuyên Quang",14123,43
Đường Hồng,xa,Xã Đường Hồng,"Xã Đường Hồng, Tỉnh Tuyên Quang",14379,43
Bắc Mê,xa,Xã Bắc Mê,"Xã Bắc Mê, Tỉnh Tuyên Quang",14635,43
Lao Chải,xa,Xã Lao Chải,"Xã Lao Chải, Tỉnh Tuyên Quang",14891,43
Thanh Thủy,xa,Xã Thanh Thủy,"Xã Thanh Thủy, Tỉnh Tuyên Quang",15147,43
Phú Linh,xa,Xã Phú Linh,"Xã Phú Linh, Tỉnh Tuyên Quang",15403,43
Linh Hồ,xa,Xã Linh Hồ,"Xã Linh Hồ, Tỉnh Tuyên Quang",15659,43
Bạch Ngọc,xa,Xã Bạch Ngọc,"Xã Bạch Ngọc, Tỉnh Tuyên Quang",15915,43
Tân Quang,xa,Xã Tân Quang,"Xã Tân Quang, Tỉnh Tuyên Quang",16171,43
Đồng Tâm,xa,Xã Đồng Tâm,"Xã Đồng Tâm, Tỉnh Tuyên Quang",16427,43
Liên Hiệp,xa,Xã Liên Hiệp,"Xã Liên Hiệp, Tỉnh Tuyên Quang",16683,43
Bằng Hành,xa,Xã Bằng Hành,"Xã Bằng Hành, Tỉnh Tuyên Quang",16939,43
Bắc Quang,xa,Xã Bắc Quang,"Xã Bắc Quang, Tỉnh Tuyên Quang",17195,43
Hùng An,xa,Xã Hùng An,"Xã Hùng An, Tỉnh Tuyên Quang",17451,43
Vĩnh Tuy,xa,Xã Vĩnh Tuy,"Xã Vĩnh Tuy, Tỉnh Tuyên Quang",17707,43
Đồng Yên,xa,Xã Đồng Yên,"Xã Đồng Yên, Tỉnh Tuyên Quang",17963,43
Tiên Yên,xa,Xã Tiên Yên,"Xã Tiên Yên, Tỉnh Tuyên Quang",18219,43
Xuân Giang,xa,Xã Xuân Giang,"Xã Xuân Giang, Tỉnh Tuyên Quang",18475,43
Bằng Lang,xa,Xã Bằng Lang,"Xã Bằng Lang, Tỉnh Tuyên Quang",18731,43
Yên Thành,xa,Xã Yên Thành,"Xã Yên Thành, Tỉnh Tuyên Quang",18987,43
Quang Bình,xa,Xã Quang Bình,"Xã Quang Bình, Tỉnh Tuyên Quang",19243,43
Tân Trịnh,xa,Xã Tân Trịnh,"Xã Tân Trịnh, Tỉnh Tuyên Quang",19499,43
Thông Nguyên,xa,Xã Thông Nguyên,"Xã Thông Nguyên, Tỉnh Tuyên Quang",19755,43
Hồ Thầu,xa,Xã Hồ Thầu,"Xã Hồ Thầu, Tỉnh Tuyên Quang",20011,43
Nậm Dịch,xa,Xã Nậm Dịch,"Xã Nậm Dịch, Tỉnh Tuyên Quang",20267,43
Thái Bình,xa,Xã Thái Bình,"Xã Thái Bình, Tỉnh Tuyên Quang",20523,43
Thượng Lâm,xa,Xã Thượng Lâm,"Xã Thượng Lâm, Tỉnh Tuyên Quang",20779,43
Lâm Bình,xa,Xã Lâm Bình,"Xã Lâm Bình, Tỉnh Tuyên Quang",21035,43
Minh Quang,xa,Xã Minh Quang,"Xã Minh Quang, Tỉnh Tuyên Quang",21291,43
Bình An,xa,Xã Bình An,"Xã Bình An, Tỉnh Tuyên Quang",21547,43
Côn Lôn,xa,Xã Côn Lôn,"Xã Côn Lôn, Tỉnh Tuyên Quang",21803,43
Yên Hoa,xa,Xã Yên Hoa,"Xã Yên Hoa, Tỉnh Tuyên Quang",22059,43
Thượng Nông,xa,Xã Thượng Nông,"Xã Thượng Nông, Tỉnh Tuyên Quang",22315,43
Hồng Thái,xa,Xã Hồng Thái,"Xã Hồng Thái, Tỉnh Tuyên Quang",22571,43
Nà Hang,xa,Xã Nà Hang,"Xã Nà Hang, Tỉnh Tuyên Quang",22827,43
Tân Mỹ,xa,Xã Tân Mỹ,"Xã Tân Mỹ, Tỉnh Tuyên Quang",23083,43
Yên Lập,xa,Xã Yên Lập,"Xã Yên Lập, Tỉnh Tuyên Quang",23339,43
Tân An,xa,Xã Tân An,"Xã Tân An, Tỉnh Tuyên Quang",23595,43
Chiêm Hoá,xa,Xã Chiêm Hoá,"Xã Chiêm Hoá, Tỉnh Tuyên Quang",23851,43
Hoà An,xa,Xã Hoà An,"Xã Hoà An, Tỉnh Tuyên Quang",24107,43
Kiên Đài,xa,Xã Kiên Đài,"Xã Kiên Đài, Tỉnh Tuyên Quang",24363,43
Tri Phú,xa,Xã Tri Phú,"Xã Tri Phú, Tỉnh Tuyên Quang",24619,43
Kim Bình,xa,Xã Kim Bình,"Xã Kim Bình, Tỉnh Tuyên Quang",24875,43
Yên Nguyên,xa,Xã Yên Nguyên,"Xã Yên Nguyên, Tỉnh Tuyên Quang",25131,43
Yên Phú,xa,Xã Yên Phú,"Xã Yên Phú, Tỉnh Tuyên Quang",25387,43
Bạch Xa,xa,Xã Bạch Xa,"Xã Bạch Xa, Tỉnh Tuyên Quang",25643,43
Phù Lưu,xa,Xã Phù Lưu,"Xã Phù Lưu, Tỉnh Tuyên Quang",25899,43
Hàm Yên,xa,Xã Hàm Yên,"Xã Hàm Yên, Tỉnh Tuyên Quang",26155,43
Bình Xa,xa,Xã Bình Xa,"Xã Bình Xa, Tỉnh Tuyên Quang",26411,43
Thái Sơn,xa,Xã Thái Sơn,"Xã Thái Sơn, Tỉnh Tuyên Quang",26667,43
Thái Hoà,xa,Xã Thái Hoà,"Xã Thái Hoà, Tỉnh Tuyên Quang",26923,43
Hùng Lợi,xa,Xã Hùng Lợi,"Xã Hùng Lợi, Tỉnh Tuyên Quang",27179,43
Trung Sơn,xa,Xã Trung Sơn,"Xã Trung Sơn, Tỉnh Tuyên Quang",27435,43
Tân Long,xa,Xã Tân Long,"Xã Tân Long, Tỉnh Tuyên Quang",27691,43
Xuân Vân,xa,Xã Xuân Vân,"Xã Xuân Vân, Tỉnh Tuyên Quang",27947,43
Lực Hành,xa,Xã Lực Hành,"Xã Lực Hành, Tỉnh Tuyên Quang",28203,43
Yên Sơn,xa,Xã Yên Sơn,"Xã Yên Sơn, Tỉnh Tuyên Quang",28459,43
Nhữ Khê,xa,Xã Nhữ Khê,"Xã Nhữ Khê, Tỉnh Tuyên Quang",28715,43
Tân Trào,xa,Xã Tân Trào,"Xã Tân Trào, Tỉnh Tuyên Quang",28971,43
Minh Thanh,xa,Xã Minh Thanh,"Xã Minh Thanh, Tỉnh Tuyên Quang",29227,43
Sơn Dương,xa,Xã Sơn Dương,"Xã Sơn Dương, Tỉnh Tuyên Quang",29483,43
Bình Ca,xa,Xã Bình Ca,"Xã Bình Ca, Tỉnh Tuyên Quang",29739,43
Tân Thanh,xa,Xã Tân Thanh,"Xã Tân Thanh, Tỉnh Tuyên Quang",29995,43
Sơn Thuỷ,xa,Xã Sơn Thuỷ,"Xã Sơn Thuỷ, Tỉnh Tuyên Quang",30251,43
Phú Lương,xa,Xã Phú Lương,"Xã Phú Lương, Tỉnh Tuyên Quang",30507,43
Trường Sinh,xa,Xã Trường Sinh,"Xã Trường Sinh, Tỉnh Tuyên Quang",30763,43
Hồng Sơn,xa,Xã Hồng Sơn,"Xã Hồng Sơn, Tỉnh Tuyên Quang",31019,43
Đông Thọ,xa,Xã Đông Thọ,"Xã Đông Thọ, Tỉnh Tuyên Quang",31275,43
An Tường,phuong,Phường An Tường,"Phường An Tường, Tỉnh Tuyên Quang",31531,43
Bình Thuận,phuong,Phường Bình Thuận,"Phường Bình Thuận, Tỉnh Tuyên Quang",31787,43
Hòa Minh,xa,Xã Hòa Minh,"Xã Hòa Minh, Tỉnh Vĩnh Long",300,44
Long Hòa,xa,Xã Long Hòa,"Xã Long Hòa, Tỉnh Vĩnh Long",556,44
Đông Hải,xa,Xã Đông Hải,"Xã Đông Hải, Tỉnh Vĩnh Long",812,44
Long Hữu,xa,Xã Long Hữu,"Xã Long Hữu, Tỉnh Vĩnh Long",1068,44
Long Vĩnh,xa,Xã Long Vĩnh,"Xã Long Vĩnh, Tỉnh Vĩnh Long",1324,44
Cái Vồn,phuong,Phường Cái Vồn,"Phường Cái Vồn, Tỉnh Vĩnh Long",1580,44
Bình Minh,phuong,Phường Bình Minh,"Phường Bình Minh, Tỉnh Vĩnh Long",1836,44
Tam Bình,xa,Xã Tam Bình,"Xã Tam Bình, Tỉnh Vĩnh Long",2092,44
Ngãi Tứ,xa,Xã Ngãi Tứ,"Xã Ngãi Tứ, Tỉnh Vĩnh Long",2348,44
Trà Ôn,xa,Xã Trà Ôn,"Xã Trà Ôn, Tỉnh Vĩnh Long",2604,44
Trà Côn,xa,Xã Trà Côn,"Xã Trà Côn, Tỉnh Vĩnh Long",2860,44
Cái Nhum,xa,Xã Cái Nhum,"Xã Cái Nhum, Tỉnh Vĩnh Long",3116,44
Tân Long Hội,xa,Xã Tân Long Hội,"Xã Tân Long Hội, Tỉnh Vĩnh Long",3372,44
Nhơn Phú,xa,Xã Nhơn Phú,"Xã Nhơn Phú, Tỉnh Vĩnh Long",3628,44
Bình Phước,xa,Xã Bình Phước,"Xã Bình Phước, Tỉnh Vĩnh Long",3884,44
An Bình,xa,Xã An Bình,"Xã An Bình, Tỉnh Vĩnh Long",4140,44
Long Hồ,xa,Xã Long Hồ,"Xã Long Hồ, Tỉnh Vĩnh Long",4396,44
Phú Quới,xa,Xã Phú Quới,"Xã Phú Quới, Tỉnh Vĩnh Long",4652,44
Thanh Đức,phuong,Phường Thanh Đức,"Phường Thanh Đức, Tỉnh Vĩnh Long",4908,44
Long Châu,phuong,Phường Long Châu,"Phường Long Châu, Tỉnh Vĩnh Long",5164,44
Phước Hậu,phuong,Phường Phước Hậu,"Phường Phước Hậu, Tỉnh Vĩnh Long",5420,44
Tân Hạnh,phuong,Phường Tân Hạnh,"Phường Tân Hạnh, Tỉnh Vĩnh Long",5676,44
Tân Ngãi,phuong,Phường Tân Ngãi,"Phường Tân Ngãi, Tỉnh Vĩnh Long",5932,44
Quới Thiện,xa,Xã Quới Thiện,"Xã Quới Thiện, Tỉnh Vĩnh Long",6188,44
Trung Thành,xa,Xã Trung Thành,"Xã Trung Thành, Tỉnh Vĩnh Long",6444,44
Trung Ngãi,xa,Xã Trung Ngãi,"Xã Trung Ngãi, Tỉnh Vĩnh Long",6700,44
Quới An,xa,Xã Quới An,"Xã Quới An, Tỉnh Vĩnh Long",6956,44
Trung Hiệp,xa,Xã Trung Hiệp,"Xã Trung Hiệp, Tỉnh Vĩnh Long",7212,44
Hiếu Phụng,xa,Xã Hiếu Phụng,"Xã Hiếu Phụng, Tỉnh Vĩnh Long",7468,44
Hiếu Thành,xa,Xã Hiếu Thành,"Xã Hiếu Thành, Tỉnh Vĩnh Long",7724,44
Lục Sỹ Thành,xa,Xã Lục Sỹ Thành,"Xã Lục Sỹ Thành, Tỉnh Vĩnh Long",7980,44
Vĩnh Xuân,xa,Xã Vĩnh Xuân,"Xã Vĩnh Xuân, Tỉnh Vĩnh Long",8236,44
Hòa Bình,xa,Xã Hòa Bình,"Xã Hòa Bình, Tỉnh Vĩnh Long",8492,44
Hòa Hiệp,xa,Xã Hòa Hiệp,"Xã Hòa Hiệp, Tỉnh Vĩnh Long",8748,44
Song Phú,xa,Xã Song Phú,"Xã Song Phú, Tỉnh Vĩnh Long",9004,44
Cái Ngang,xa,Xã Cái Ngang,"Xã Cái Ngang, Tỉnh Vĩnh Long",9260,44
Tân Quới,xa,Xã Tân Quới,"Xã Tân Quới, Tỉnh Vĩnh Long",9516,44
Tân Lược,xa,Xã Tân Lược,"Xã Tân Lược, Tỉnh Vĩnh Long",9772,44
Mỹ Thuận,xa,Xã Mỹ Thuận,"Xã Mỹ Thuận, Tỉnh Vĩnh Long",10028,44
Đông Thành,phuong,Phường Đông Thành,"Phường Đông Thành, Tỉnh Vĩnh Long",10284,44
Trà Vinh,phuong,Phường Trà Vinh,"Phường Trà Vinh, Tỉnh Vĩnh Long",10540,44
Long Đức,phuong,Phường Long Đức,"Phường Long Đức, Tỉnh Vĩnh Long",10796,44
Nguyệt Hóa,phuong,Phường Nguyệt Hóa,"Phường Nguyệt Hóa, Tỉnh Vĩnh Long",11052,44
Hòa Thuận,phuong,Phường Hòa Thuận,"Phường Hòa Thuận, Tỉnh Vĩnh Long",11308,44
Càng Long,xa,Xã Càng Long,"Xã Càng Long, Tỉnh Vĩnh Long",11564,44
An Trường,xa,Xã An Trường,"Xã An Trường, Tỉnh Vĩnh Long",11820,44
